variant_name,impressions,clicks,cost,device,location,user_segment,hour
C,511,305,29.2,desktop,JPN,premium,15
A,743,380,24.36,tablet,JPN,premium,6
A,4106,2892,13.78,tablet,USA,premium,16
A,4253,215,49.4,desktop,DEU,new_user,6
B,3676,246,44.28,tablet,BRA,returning_user,13
B,3054,1638,20.83,tablet,USA,free,2
B,1360,1794,8.14,tablet,JPN,returning_user,14
C,3845,2363,0.83,desktop,USA,new_user,23
A,4537,2305,26.76,desktop,DEU,premium,2
C,4448,2704,24.88,tablet,CAN,new_user,2
C,2101,2830,0.65,mobile,USA,free,6
B,1074,2113,35.8,mobile,USA,new_user,23
B,1082,1702,18.26,mobile,USA,new_user,22
B,1029,891,19.94,desktop,CAN,returning_user,17
B,3534,2302,32.56,tablet,DEU,free,22
C,1974,2746,30.44,desktop,CAN,premium,14
A,4913,2574,1.86,desktop,BRA,free,10
B,872,1822,24.38,mobile,DEU,premium,13
A,4094,2231,20.6,tablet,BRA,new_user,5
C,1213,2553,9.85,tablet,BRA,free,7
C,3525,934,42.91,mobile,DEU,premium,22
A,2744,1587,39.39,desktop,DEU,premium,14
B,342,2289,39.62,desktop,USA,returning_user,9
A,2270,2807,3.35,tablet,DEU,premium,5
A,956,0,48.42,mobile,JPN,free,8
A,1446,2661,1.21,mobile,CAN,premium,0
A,4767,1543,48.54,mobile,JPN,free,5
A,3797,1175,30.69,desktop,DEU,free,16
B,510,612,26.94,mobile,DEU,free,1
B,2078,775,5.11,mobile,BRA,free,6
A,667,2755,35.06,mobile,DEU,returning_user,11
A,630,1916,13.47,mobile,DEU,premium,7
C,595,607,8.87,desktop,DEU,free,7
C,4094,988,4.91,desktop,BRA,new_user,12
A,4366,1196,13.96,desktop,CAN,free,12
B,2119,2473,7.59,mobile,USA,premium,23
C,939,1424,28.36,tablet,BRA,new_user,18
B,1818,2724,24.88,desktop,DEU,returning_user,3
A,100,689,40.74,mobile,JPN,returning_user,4
A,3934,1362,19.5,tablet,CAN,new_user,16
A,3387,2706,40.48,mobile,JPN,new_user,6
A,2290,808,8.44,desktop,BRA,free,8
A,4386,351,8.55,desktop,USA,new_user,18
C,1945,1280,28.45,tablet,USA,free,4
A,2257,2373,22.16,tablet,JPN,returning_user,0
B,4446,343,8.49,desktop,JPN,premium,0
B,3138,1702,34.62,mobile,DEU,new_user,13
C,991,841,21.99,mobile,USA,free,5
C,4167,625,3.92,desktop,JPN,premium,22
A,2662,1412,22.12,mobile,BRA,new_user,18
B,3471,814,1.88,desktop,CAN,premium,4
C,902,2381,8.64,tablet,BRA,new_user,3
B,670,1153,42.2,mobile,JPN,premium,16
B,4962,2307,19.0,tablet,JPN,returning_user,21
C,2632,1408,2.47,tablet,BRA,new_user,20
A,2889,1559,17.6,mobile,USA,premium,5
B,4440,981,42.25,tablet,CAN,free,5
A,2815,2547,22.08,tablet,USA,premium,13
B,3652,2273,3.61,tablet,USA,new_user,16
C,3418,962,12.79,desktop,DEU,new_user,23
C,3256,2478,13.77,tablet,USA,returning_user,0
B,1808,2945,13.13,desktop,JPN,free,13
A,3155,121,28.73,desktop,USA,new_user,4
C,759,2105,9.19,mobile,JPN,premium,8
C,564,1573,0.77,desktop,DEU,returning_user,9
C,3416,2618,46.83,desktop,JPN,returning_user,17
C,3579,1214,15.0,tablet,USA,free,11
A,2722,2729,47.13,mobile,DEU,new_user,11
B,1388,670,13.17,mobile,JPN,returning_user,2
C,449,553,42.2,mobile,CAN,returning_user,5
A,988,779,30.96,tablet,BRA,premium,19
A,499,2590,10.19,tablet,JPN,free,20
B,4522,1081,47.5,desktop,USA,new_user,13
C,2752,1617,36.62,tablet,JPN,returning_user,10
B,3373,839,49.37,mobile,BRA,premium,17
B,504,2207,29.93,mobile,CAN,new_user,20
C,944,1797,36.74,mobile,USA,returning_user,21
C,3194,1251,9.92,tablet,JPN,returning_user,11
A,3660,420,41.22,mobile,BRA,free,12
A,2780,1272,22.59,mobile,USA,new_user,6
B,2905,2914,34.66,mobile,USA,new_user,21
B,3523,1691,7.3,tablet,CAN,premium,6
C,2977,709,23.76,mobile,JPN,premium,19
C,4446,2586,9.34,mobile,DEU,free,15
C,121,2985,33.76,tablet,CAN,returning_user,12
B,3857,624,28.14,mobile,JPN,new_user,10
A,3890,618,15.57,tablet,BRA,returning_user,11
A,296,2184,23.26,tablet,JPN,new_user,1
B,4529,536,45.97,desktop,CAN,returning_user,6
B,3739,2801,2.49,tablet,DEU,premium,11
A,1011,2303,27.26,desktop,BRA,new_user,3
C,4495,1973,33.17,tablet,BRA,new_user,3
A,3227,446,14.92,desktop,JPN,returning_user,8
B,228,1724,22.41,desktop,BRA,returning_user,8
A,1521,2018,8.43,tablet,BRA,free,9
B,3348,2479,38.16,tablet,CAN,free,0
B,1539,2641,2.01,desktop,USA,returning_user,2
A,4818,1599,15.83,desktop,USA,free,10
B,4481,1800,1.42,tablet,USA,returning_user,0
A,2076,193,8.79,desktop,BRA,returning_user,23
C,3388,2126,44.18,mobile,CAN,new_user,21
C,1103,1479,26.64,desktop,USA,returning_user,16
A,1859,1351,26.71,mobile,BRA,free,4
B,4204,2082,0.66,desktop,CAN,new_user,3
B,4199,130,17.74,mobile,BRA,free,2
C,188,1066,13.16,tablet,BRA,premium,21
C,1087,148,0.31,tablet,BRA,free,22
B,283,2996,12.01,tablet,USA,premium,18
B,2907,1441,30.06,desktop,JPN,new_user,10
A,1243,1808,22.4,tablet,USA,premium,5
C,1681,633,38.16,mobile,DEU,free,8
B,4247,538,2.55,desktop,JPN,premium,21
A,4161,1984,9.93,tablet,USA,returning_user,1
A,2667,400,46.76,desktop,CAN,premium,11
A,1348,1474,24.35,tablet,DEU,premium,19
C,1418,2541,33.13,mobile,USA,premium,6
B,2105,2376,29.13,desktop,USA,free,17
C,3584,1852,28.08,tablet,DEU,new_user,18
C,3640,1305,16.37,mobile,DEU,new_user,16
A,1204,1659,17.7,tablet,BRA,premium,5
A,4191,782,19.82,tablet,JPN,new_user,2
A,1471,1156,25.11,tablet,DEU,new_user,4
B,2485,2773,42.01,desktop,USA,premium,12
B,1080,2196,10.69,desktop,DEU,new_user,22
C,4228,645,35.94,mobile,BRA,premium,1
B,4621,1617,38.75,tablet,USA,new_user,22
A,1002,2694,11.76,desktop,DEU,premium,9
C,1951,2363,8.83,tablet,BRA,new_user,16
A,2100,2615,48.91,tablet,CAN,returning_user,8
B,3057,2207,45.04,mobile,USA,new_user,14
A,4750,1777,21.83,desktop,JPN,premium,13
C,3736,2947,0.52,mobile,DEU,free,9
B,1464,1746,32.53,mobile,JPN,premium,23
A,2065,2881,39.47,desktop,DEU,free,1
C,1033,484,18.0,mobile,CAN,new_user,7
C,3210,1568,23.49,desktop,JPN,new_user,19
A,2861,1931,9.25,tablet,JPN,returning_user,11
B,3609,1539,28.18,tablet,BRA,premium,8
A,4622,1192,49.45,desktop,JPN,free,5
B,2221,2609,49.67,tablet,DEU,returning_user,17
B,2257,1116,7.84,tablet,JPN,returning_user,0
C,3436,743,11.16,desktop,BRA,returning_user,18
C,687,1442,26.58,desktop,DEU,new_user,1
B,3947,2830,10.41,tablet,USA,new_user,14
C,4605,1943,34.68,tablet,JPN,free,6
B,2579,423,40.28,mobile,BRA,new_user,3
C,1916,2499,32.33,tablet,BRA,returning_user,2
C,1264,171,11.53,mobile,BRA,free,18
C,2129,96,13.87,desktop,JPN,free,15
B,4829,1949,2.61,tablet,DEU,premium,18
A,1477,2008,42.65,mobile,DEU,returning_user,19
A,3861,1970,17.61,mobile,JPN,free,8
B,1422,2080,29.32,mobile,JPN,new_user,12
C,3433,684,34.42,mobile,USA,premium,10
C,364,964,1.58,mobile,BRA,premium,23
A,107,280,48.09,desktop,JPN,new_user,7
B,4050,1443,47.41,mobile,BRA,returning_user,14
C,3057,1703,38.14,mobile,BRA,free,4
B,861,1718,19.92,mobile,DEU,premium,20
B,698,72,45.67,tablet,DEU,returning_user,22
A,3559,645,29.7,tablet,JPN,premium,22
C,1976,2173,15.2,tablet,JPN,new_user,18
B,3805,713,8.97,mobile,JPN,returning_user,11
C,4114,1137,28.36,desktop,BRA,returning_user,3
A,3383,467,6.29,mobile,USA,returning_user,16
B,3429,438,11.36,desktop,DEU,new_user,0
A,2376,1473,4.79,desktop,CAN,new_user,7
B,1544,1557,12.54,mobile,USA,premium,4
C,1761,670,31.54,desktop,JPN,free,15
B,810,1046,46.17,mobile,JPN,premium,6
A,2546,465,24.75,desktop,BRA,returning_user,3
C,2032,1574,5.5,tablet,DEU,free,20
A,1745,2875,24.95,desktop,DEU,premium,12
C,1680,817,8.56,mobile,BRA,returning_user,23
B,4173,1554,43.04,desktop,DEU,premium,23
C,3738,957,38.58,desktop,DEU,free,5
A,4855,988,13.21,desktop,JPN,free,1
B,475,501,5.39,tablet,CAN,returning_user,18
C,1759,2968,4.94,tablet,BRA,returning_user,20
A,1257,635,42.0,mobile,DEU,free,19
C,2405,461,32.82,desktop,CAN,premium,13
A,1896,2374,25.47,desktop,USA,premium,23
A,1735,695,40.37,mobile,BRA,new_user,13
B,3062,677,33.04,mobile,CAN,new_user,15
B,954,1748,11.46,tablet,USA,returning_user,17
B,3551,2361,8.26,tablet,CAN,returning_user,16
A,264,2787,31.69,tablet,CAN,returning_user,13
C,3126,2989,39.24,tablet,DEU,free,13
A,1801,1433,11.13,tablet,USA,free,21
A,1847,313,27.38,tablet,BRA,free,23
A,1659,2647,9.95,tablet,BRA,free,20
B,1074,390,25.59,tablet,DEU,returning_user,22
C,2352,79,19.55,tablet,BRA,free,6
A,1398,2516,49.66,desktop,DEU,premium,6
A,2242,428,14.19,tablet,CAN,returning_user,19
A,4608,591,8.28,tablet,USA,free,4
C,121,1410,39.3,mobile,BRA,free,10
A,4414,1538,15.14,tablet,BRA,premium,20
C,284,1990,9.07,desktop,JPN,new_user,17
B,1819,139,15.77,mobile,CAN,new_user,15
A,2256,222,33.92,desktop,DEU,free,12
B,3600,2082,39.41,tablet,BRA,free,7
B,145,2873,48.64,mobile,USA,new_user,23
A,4611,2260,15.2,tablet,JPN,premium,18
B,4563,1684,35.36,tablet,CAN,free,17
B,2164,1176,23.95,desktop,JPN,returning_user,23
A,1611,2300,4.8,mobile,DEU,returning_user,11
A,605,1497,15.44,desktop,DEU,new_user,6
A,1227,913,5.48,mobile,JPN,premium,2
B,4400,2835,48.43,tablet,BRA,returning_user,3
C,3818,1169,18.7,tablet,USA,free,16
B,172,1832,46.65,desktop,DEU,premium,21
C,3308,2783,30.11,mobile,USA,new_user,10
A,1214,883,33.19,tablet,JPN,new_user,15
C,2511,1826,11.87,mobile,JPN,free,5
C,957,2116,16.99,mobile,JPN,new_user,9
B,4394,783,31.42,desktop,BRA,new_user,19
A,4320,2565,15.6,tablet,CAN,free,3
B,4220,2254,42.31,tablet,CAN,free,18
B,3269,1021,40.31,mobile,CAN,returning_user,4
C,2724,1538,11.81,tablet,JPN,new_user,3
B,451,2980,38.04,tablet,CAN,returning_user,18
A,2068,2537,18.76,tablet,BRA,returning_user,2
A,460,2773,43.0,mobile,CAN,premium,18
A,4080,2510,44.73,desktop,BRA,premium,11
A,3328,1070,2.87,desktop,JPN,returning_user,14
B,1752,1551,25.69,desktop,USA,new_user,18
C,633,965,13.02,mobile,BRA,new_user,3
A,3055,1620,22.78,mobile,BRA,free,11
C,4141,665,27.17,desktop,CAN,returning_user,5
A,1516,127,23.64,tablet,BRA,new_user,22
C,2607,1689,26.79,mobile,BRA,premium,17
B,3982,220,30.98,desktop,BRA,returning_user,3
A,807,770,4.9,mobile,USA,premium,1
C,2185,2769,38.5,desktop,USA,premium,23
B,3623,1996,34.28,mobile,DEU,premium,11
C,3154,2761,47.68,mobile,DEU,new_user,0
B,767,1978,4.05,mobile,JPN,new_user,20
B,3022,1063,14.28,desktop,BRA,free,17
A,4585,1214,16.09,mobile,CAN,premium,13
A,2150,58,35.48,mobile,BRA,returning_user,17
A,3210,2424,6.06,tablet,CAN,new_user,18
C,1078,845,24.75,desktop,JPN,free,16
B,3851,1270,34.25,desktop,CAN,returning_user,11
A,1123,2659,9.99,tablet,CAN,premium,15
A,3895,2752,2.91,tablet,USA,returning_user,7
C,2595,1862,31.64,mobile,JPN,premium,11
A,4200,2675,37.15,tablet,USA,premium,22
B,3243,1165,2.75,desktop,BRA,free,16
C,1022,2054,30.75,tablet,DEU,returning_user,12
A,4370,480,14.88,desktop,CAN,premium,0
C,716,623,34.55,tablet,CAN,returning_user,5
B,3786,251,46.88,tablet,CAN,premium,14
A,2291,1108,11.03,tablet,USA,free,9
C,2578,1092,22.9,tablet,CAN,premium,4
A,1032,28,37.49,tablet,DEU,new_user,16
C,2281,2079,12.37,mobile,USA,free,10
C,4309,2272,29.97,desktop,DEU,free,22
A,3324,154,39.79,tablet,DEU,premium,0
C,2174,2478,18.32,desktop,USA,returning_user,9
C,652,723,27.19,mobile,BRA,new_user,7
A,2339,1786,18.63,tablet,JPN,returning_user,5
A,755,879,33.71,tablet,CAN,premium,12
B,363,1121,0.45,mobile,USA,returning_user,9
C,4491,2192,49.38,desktop,CAN,new_user,3
B,1162,1780,19.63,desktop,DEU,premium,22
A,2678,2915,20.4,mobile,CAN,new_user,22
A,4338,2789,12.76,desktop,CAN,returning_user,14
C,4415,480,0.21,desktop,BRA,premium,11
B,2387,230,23.61,desktop,JPN,returning_user,23
A,3524,2005,15.41,desktop,CAN,premium,6
C,3438,1525,48.01,desktop,BRA,new_user,9
B,1402,745,8.9,tablet,USA,free,12
A,4734,1311,3.52,desktop,USA,returning_user,21
A,422,2096,17.83,mobile,JPN,new_user,6
C,269,1356,24.36,tablet,USA,premium,0
B,951,1693,13.96,tablet,JPN,returning_user,14
B,2875,568,24.66,desktop,USA,premium,7
C,401,1657,4.15,mobile,BRA,premium,8
C,4363,915,22.96,desktop,BRA,free,4
B,1968,2839,19.99,tablet,USA,free,11
C,410,1965,41.37,mobile,DEU,free,5
A,4981,2160,1.59,tablet,USA,premium,4
A,1844,324,9.9,tablet,DEU,returning_user,20
B,3454,2832,4.93,desktop,BRA,premium,21
C,2332,1800,34.78,tablet,DEU,premium,8
B,1098,2926,17.58,desktop,USA,new_user,6
A,1522,2467,11.48,mobile,USA,premium,7
A,1951,2266,39.23,desktop,CAN,new_user,2
B,1776,854,48.39,tablet,USA,premium,8
C,1473,1824,47.16,mobile,CAN,free,16
C,3458,2322,35.78,tablet,BRA,new_user,5
A,444,1205,43.81,desktop,DEU,returning_user,1
A,3357,307,10.62,desktop,CAN,new_user,11
B,2293,2861,38.01,mobile,DEU,new_user,3
A,1347,1844,24.1,desktop,CAN,new_user,4
C,3013,2764,24.78,tablet,USA,new_user,20
A,1844,1102,28.67,tablet,DEU,new_user,8
B,305,151,35.33,mobile,DEU,returning_user,20
C,2361,2801,14.1,tablet,BRA,new_user,23
A,224,1191,31.06,desktop,JPN,premium,13
B,162,354,17.34,desktop,USA,premium,14
B,3242,25,23.8,mobile,USA,new_user,10
C,3600,1713,10.73,desktop,JPN,returning_user,12
A,527,541,0.97,mobile,CAN,new_user,23
B,1254,2044,47.77,tablet,CAN,returning_user,5
C,3055,1315,17.96,desktop,USA,premium,1
C,2163,2215,46.91,tablet,USA,new_user,16
A,3786,968,37.21,mobile,BRA,new_user,4
B,2343,2879,23.74,mobile,CAN,free,10
A,4105,1245,46.15,tablet,DEU,new_user,23
B,4992,1556,7.78,tablet,DEU,premium,13
B,3472,1040,8.35,mobile,DEU,free,14
B,2321,390,8.22,mobile,USA,returning_user,23
C,3069,1152,18.4,desktop,DEU,premium,7
C,327,858,32.46,desktop,JPN,returning_user,11
A,1788,1271,43.56,tablet,CAN,new_user,15
A,4898,1230,29.58,desktop,CAN,free,0
A,4770,2723,44.87,desktop,JPN,returning_user,22
C,3061,2359,40.26,mobile,BRA,returning_user,23
C,3375,1887,45.66,desktop,DEU,free,6
C,4218,195,10.48,tablet,CAN,premium,4
B,2816,1751,37.36,mobile,JPN,returning_user,20
C,2935,2988,34.08,tablet,USA,new_user,1
B,4389,378,32.52,desktop,BRA,returning_user,2
C,4021,2586,11.35,desktop,JPN,free,8
A,285,2135,9.21,tablet,DEU,new_user,8
B,3102,2781,25.29,desktop,CAN,free,18
A,2257,1924,37.36,desktop,JPN,new_user,16
C,3673,984,31.7,desktop,DEU,new_user,9
C,1812,2557,37.35,tablet,USA,new_user,3
B,295,2834,42.3,desktop,CAN,returning_user,14
B,4464,410,48.19,desktop,BRA,new_user,18
C,3982,2427,49.3,tablet,BRA,new_user,3
B,861,890,37.01,mobile,CAN,new_user,3
B,2929,2676,0.11,mobile,USA,premium,23
B,914,627,39.65,mobile,DEU,new_user,21
C,3202,2418,41.31,mobile,DEU,new_user,5
C,3798,2068,34.68,tablet,JPN,returning_user,9
A,4787,2792,18.59,tablet,CAN,new_user,8
A,4574,1554,15.16,desktop,BRA,premium,12
A,770,1587,8.42,tablet,USA,returning_user,14
C,3097,1399,32.39,tablet,JPN,returning_user,8
C,2006,579,18.75,mobile,USA,new_user,22
C,3915,2002,41.57,tablet,CAN,returning_user,10
B,933,2413,10.32,tablet,USA,returning_user,13
A,1929,1447,48.06,desktop,BRA,premium,22
C,2371,2433,7.93,mobile,USA,free,20
C,1546,1642,5.45,desktop,DEU,returning_user,13
B,4181,1172,18.86,desktop,JPN,new_user,1
C,1116,1651,35.7,tablet,CAN,free,5
A,4661,134,25.48,desktop,DEU,premium,18
B,4596,790,27.41,desktop,USA,returning_user,4
B,4326,2798,24.19,mobile,USA,returning_user,14
C,3897,824,38.91,mobile,CAN,premium,4
A,921,1892,35.8,mobile,DEU,new_user,17
C,129,2187,38.61,desktop,DEU,returning_user,18
A,1093,1450,18.81,desktop,DEU,free,18
C,1992,1083,10.05,mobile,DEU,new_user,0
A,4930,185,38.54,mobile,DEU,free,6
C,2578,2109,5.12,desktop,CAN,free,0
B,4775,2029,46.03,desktop,JPN,premium,0
B,1879,2293,1.67,desktop,BRA,free,17
A,1346,622,37.35,mobile,BRA,premium,9
A,1009,918,48.05,mobile,JPN,returning_user,12
B,741,1527,33.61,mobile,JPN,premium,13
B,1851,2425,18.53,mobile,JPN,free,1
B,3137,1109,37.95,desktop,DEU,new_user,16
B,1243,2691,30.56,desktop,CAN,free,23
C,556,2606,46.24,mobile,CAN,free,4
C,2666,1293,18.91,desktop,BRA,premium,6
B,3738,744,49.81,desktop,BRA,free,6
B,719,605,27.13,tablet,JPN,free,10
A,3579,1571,36.02,desktop,CAN,free,23
A,3784,1036,5.68,mobile,JPN,free,23
C,2373,2012,7.45,mobile,DEU,returning_user,9
B,877,1200,16.91,mobile,JPN,new_user,4
C,4625,536,10.13,tablet,DEU,new_user,11
C,2025,486,44.97,tablet,BRA,free,13
A,734,396,13.02,mobile,BRA,returning_user,18
C,2721,1565,4.95,mobile,CAN,premium,9
C,3929,2084,41.36,tablet,DEU,premium,3
B,4043,1628,29.36,desktop,USA,returning_user,11
A,2114,882,21.0,tablet,CAN,free,10
B,4003,1717,46.34,desktop,USA,free,14
A,2094,1563,31.19,tablet,DEU,free,9
A,4804,2122,10.53,mobile,USA,returning_user,9
C,4251,898,30.82,mobile,CAN,returning_user,16
A,3724,1430,39.43,mobile,BRA,returning_user,18
A,3721,634,31.37,tablet,BRA,premium,16
B,4811,2150,47.9,tablet,BRA,returning_user,11
C,4450,1268,16.61,mobile,CAN,free,21
B,3583,214,37.63,tablet,USA,returning_user,5
C,289,2018,1.16,desktop,CAN,premium,17
B,1451,634,45.16,mobile,JPN,new_user,22
C,3099,1208,35.38,mobile,USA,premium,11
A,1547,1734,39.35,tablet,JPN,premium,16
B,4970,1004,45.13,desktop,BRA,premium,8
C,1027,66,7.39,tablet,CAN,premium,16
B,2216,885,19.28,mobile,USA,free,22
B,3378,2957,49.27,desktop,USA,returning_user,11
B,2754,1306,30.71,tablet,DEU,new_user,6
C,3199,2805,9.14,desktop,USA,premium,19
C,4438,2741,4.04,desktop,CAN,free,15
C,1635,2561,7.49,tablet,USA,new_user,12
B,1888,560,12.73,desktop,BRA,returning_user,0
B,2169,658,45.01,tablet,BRA,new_user,13
A,2124,2386,25.65,mobile,JPN,returning_user,5
C,2239,2983,17.95,desktop,USA,new_user,1
B,4941,1405,16.4,mobile,CAN,premium,6
A,2097,762,16.31,tablet,DEU,free,15
A,3447,251,34.77,mobile,BRA,returning_user,17
C,3884,548,27.73,tablet,CAN,premium,9
C,1740,1272,7.74,desktop,JPN,premium,20
B,328,2083,12.54,mobile,BRA,free,6
C,3194,2407,35.51,mobile,BRA,returning_user,23
C,4989,2084,1.78,mobile,BRA,new_user,18
A,1068,517,3.77,desktop,DEU,new_user,14
A,3979,2315,11.92,mobile,BRA,returning_user,10
C,2964,2065,0.84,mobile,CAN,returning_user,19
A,503,2736,25.67,desktop,CAN,premium,0
C,3940,245,35.8,mobile,JPN,premium,15
C,547,693,2.49,mobile,DEU,free,4
B,3588,2375,39.01,desktop,JPN,premium,6
A,642,2467,19.44,mobile,DEU,new_user,0
B,2635,2806,31.0,tablet,DEU,premium,1
C,4801,506,33.74,desktop,BRA,new_user,0
A,1941,1646,49.16,desktop,JPN,returning_user,4
C,972,1372,6.42,mobile,BRA,returning_user,3
B,4935,203,6.64,tablet,CAN,returning_user,4
A,314,1560,23.38,tablet,JPN,returning_user,3
C,2335,2858,12.15,desktop,USA,new_user,10
A,3106,834,12.67,mobile,USA,returning_user,20
C,4746,2164,45.17,mobile,BRA,new_user,22
C,4627,2796,41.23,desktop,CAN,premium,10
A,931,1454,34.87,mobile,USA,new_user,13
B,2885,816,44.56,mobile,BRA,free,10
